client_hash_id,content_hash_id,search_volume,competition,competition_level,cpc,char_count,main_intent,keyword_char_count,keyword_token_count,url_char_count,backlinks,category_count,word_count,content_type,provider_used,model_used,content_created_date,content_updated_date,content_age_days,days_since_last_update
client_ccdd78843409c8c7,content_2556d7970008ffd6,10,0.12,LOW,0.0,19234,navigational,42,7,102,0,2,2784,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_26085e40cd5a8aee,30,0.03,LOW,7.95,19765,informational,24,4,102,83,5,2870,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_26c7b3df337d3fd8,30,0.0,LOW,0.0,20807,commercial,32,7,104,0,7,2946,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_273c23e630f42872,10,0.3,LOW,29.52,19293,informational,37,6,107,0,5,2830,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_276bd0a85ea124ea,30,0.13,LOW,10.5,19168,informational,31,6,101,765,5,2611,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_28092de48208763b,0,0.0,LOW,0.0,21330,informational,46,8,104,0,0,3031,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_28b4179c9fd6f77d,20,0.0,LOW,0.0,22716,commercial,35,4,108,2,11,3197,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_28ca40600b8f712c,10,0.86,HIGH,0.0,18890,commercial,35,5,82,0,10,2668,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_28f73c82003b838b,10,0.0,LOW,0.0,20798,informational,48,9,101,0,3,3046,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_29319cc73b04314c,10,0.05,LOW,0.0,19946,informational,35,6,106,0,5,2839,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2b100d905b3289bc,0,0.0,LOW,0.0,16556,informational,30,4,97,0,0,2337,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2b14c307b1532a8a,10,0.03,LOW,0.0,18565,informational,37,7,100,0,7,2737,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_2b48f7710e7a2727,10,0.0,LOW,0.0,20024,informational,46,8,93,0,10,2867,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_2b611f6c1005dbc0,10,0.0,LOW,0.0,21090,informational,29,6,97,0,5,2964,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2b61f79d9e387bf3,10,0.02,LOW,0.0,19358,informational,40,9,103,0,5,2723,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_2bbc4531a4e988a0,10,0.9,HIGH,0.0,18782,commercial,43,8,102,0,8,2712,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2bd122e870e2c69d,0,0.0,LOW,0.0,20146,informational,31,6,94,0,0,2930,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2be76e72591d0730,10,0.0,LOW,0.0,19452,informational,36,7,99,0,8,2750,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_2cf3ef6f114a5ddc,10,0.07,LOW,0.0,20141,informational,37,7,94,0,2,2790,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_2dc5acf4b07df6d6,20,0.04,LOW,0.0,19827,transactional,47,8,99,31,4,2768,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2dedebe5ae3c064f,10,0.0,LOW,0.0,21012,informational,38,7,105,0,8,2934,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_2e20818017f84bcc,90,0.21,LOW,10.48,20482,commercial,33,5,97,1260,10,2875,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_2eeebb6fe0135c2a,10,0.32,LOW,0.0,18386,informational,40,6,106,0,5,2579,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_2f804891e756f4fb,10,0.14,LOW,0.0,19515,navigational,42,5,89,0,5,2760,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_30dcba03c277943f,30,0.0,LOW,0.0,18697,commercial,35,7,100,10,5,2743,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_30f3be9afd58d282,10,0.0,LOW,0.0,17869,informational,53,8,98,0,8,2535,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_310dd6baddd5e52a,10,0.05,LOW,0.0,20786,informational,33,7,99,0,5,2958,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_315111c35f9f733c,10,0.0,LOW,0.0,20934,informational,41,7,91,0,5,3018,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_32dfa12d38331470,30,0.02,LOW,0.0,19033,informational,39,7,102,246,2,2730,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_331a9c7600632da0,10,0.04,LOW,0.0,17573,informational,49,9,96,0,3,2490,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_33a4cd56094a5696,10,0.2,LOW,8.22,21618,commercial,33,6,92,0,5,3109,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_33ac5d2f7bf6145b,10,0.41,MEDIUM,20.36,21101,informational,34,6,102,588,5,3002,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_33fab75ea2e036fd,10,0.0,LOW,0.0,20073,navigational,24,3,95,0,5,2793,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_34b95752321a6920,10,0.36,MEDIUM,21.94,19334,informational,37,7,95,0,8,2776,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_34bb0d12bc744cf4,10,0.0,LOW,0.0,19954,commercial,41,8,98,0,10,2757,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_34f484eccb98f7a9,0,0.0,LOW,0.0,18236,informational,40,7,97,0,0,2569,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_35d25d310a378f93,70,0.31,LOW,27.22,18752,informational,29,5,102,23,10,2665,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_362c1851bd146237,10,0.2,LOW,9.79,19235,informational,51,10,98,0,5,2711,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3684f43a38b0bfbc,260,0.26,LOW,6.13,20531,informational,32,7,90,771,3,2942,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_369a3c4a0b835ff3,10,0.02,LOW,0.0,19097,informational,40,8,103,0,10,2764,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_3766f4db7bd0ae2e,10,0.04,LOW,0.0,20519,commercial,46,8,112,0,11,2929,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_3949f5f3f36390a4,10,0.14,LOW,0.0,20688,informational,47,7,97,0,5,2968,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_39888bb5a6ec0b98,10,0.07,LOW,0.0,19959,informational,44,8,91,0,5,2692,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3a14d4122a819566,10,0.07,LOW,0.0,21838,commercial,32,5,106,0,8,3264,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3ac48e6b229afd7d,10,0.0,LOW,0.0,19463,transactional,38,6,104,0,8,2893,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3ae9b69f1a7825c3,0,0.0,LOW,0.0,17111,informational,26,4,96,0,0,2459,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_3b2a762b0fd62d8e,50,0.12,LOW,24.38,21533,commercial,48,7,96,686,5,3050,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3ba22c42656b52cb,10,0.0,LOW,0.0,19749,commercial,35,7,98,0,2,2801,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_3bec6b7e152b703a,10,0.0,LOW,0.0,20920,informational,41,7,100,0,5,3081,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3cb1a84cc456a2e4,50,0.13,LOW,0.0,19965,informational,42,7,92,2135192,5,2851,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3d058184a760b1c5,10,0.75,HIGH,0.0,19709,commercial,35,5,117,0,5,2732,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3d3424bf51ce599b,0,0.0,LOW,0.0,22419,informational,31,6,102,0,0,3303,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3dbaaac8e347290b,10,0.0,LOW,0.0,18564,transactional,28,4,98,0,5,2648,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_3e3e68a776bf5cb9,10,0.0,LOW,0.0,21884,informational,32,4,95,0,5,3163,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_3e8e79feb599ea1e,10,0.02,LOW,0.0,19996,informational,35,6,93,0,5,2748,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_3ec198d7cd21f765,10,0.0,LOW,0.0,20294,transactional,26,3,92,0,5,2816,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_3f879290f756cbc9,10,0.43,MEDIUM,0.0,19740,informational,31,6,124,0,8,2749,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4177f7b3d74ea004,20,0.03,LOW,0.0,20455,informational,36,7,100,335,2,2941,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_4182a6e78075777f,10,0.24,LOW,24.52,18760,commercial,45,7,95,0,8,2622,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_421f7b1fb392f0c8,10,0.0,LOW,0.0,19542,informational,53,8,100,0,8,2763,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_429350e1948fd55a,0,0.0,LOW,0.0,20781,informational,37,6,110,0,0,2874,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_42d8930ce1996d89,10,0.0,LOW,0.0,17235,informational,39,9,97,0,8,2520,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_4354ac0b9944ebe1,20,0.43,MEDIUM,0.0,17733,informational,39,8,119,79,8,2580,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4375011e4ee01766,0,0.0,LOW,0.0,18838,informational,44,9,103,0,0,2685,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_446a496de34f83da,10,0.0,LOW,0.0,20523,informational,44,8,96,0,5,2946,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_45bc46cc58bf634b,10,0.0,LOW,0.0,20158,informational,41,7,101,0,5,2937,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_45ef3f62c8d4827c,10,0.0,LOW,0.0,19308,informational,30,6,98,2,7,2684,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_45f3018ccd6ef295,0,0.0,LOW,0.0,23040,informational,40,7,105,0,0,3225,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_46c45b72095f6c80,10,0.0,LOW,0.0,18251,commercial,37,6,104,0,8,2550,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_47e4a84f8ca989c5,10,0.14,LOW,0.0,21482,informational,37,7,101,0,10,3054,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_48154dc4430b3635,10,0.24,LOW,0.0,18328,informational,43,8,90,143,5,2588,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_499d653b922eef33,10,0.0,LOW,0.0,18760,informational,38,7,104,0,2,2786,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_49e8b0bb4197b8ca,10,0.24,LOW,0.0,19322,commercial,36,7,102,0,8,2820,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_4a940ca3ed56cf56,10,0.21,LOW,7.63,19217,informational,37,5,101,0,5,2721,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4b926d2fe1e9c796,10,0.6,MEDIUM,6.99,19481,informational,33,5,100,0,5,2770,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4c6109a1bcd22610,20,0.07,LOW,0.0,21194,informational,36,6,105,19,10,3019,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4ca768eb530566bd,10,0.71,HIGH,9.43,18827,transactional,32,4,105,0,8,2659,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_4ce772c661128b9b,10,0.0,LOW,0.0,17065,commercial,36,6,99,0,10,2410,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4d296aa96768bfba,10,0.0,LOW,0.0,18659,informational,38,7,101,0,3,2654,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_4d539162e665a8b9,10,0.0,LOW,0.0,19423,transactional,37,5,94,0,8,2763,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
client_ccdd78843409c8c7,content_4d7a7c486c317fcf,10,0.07,LOW,0.0,20674,commercial,31,6,91,0,5,2885,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_4ebf5febd1a75685,10,0.0,LOW,0.0,20136,commercial,44,8,98,0,5,2941,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_4ec447fb716cc2ce,10,0.11,LOW,0.0,20354,informational,35,7,106,0,5,2840,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-06-01,126,29
client_ccdd78843409c8c7,content_4f072e891f982343,10,0.0,LOW,0.0,20649,informational,35,6,100,0,8,2975,keyword article,google,gemini-3-flash-preview,2026-03-12,2026-05-20,110,41
client_ccdd78843409c8c7,content_4f1b24e5a641c353,10,0.03,LOW,0.0,19161,informational,46,7,96,0,5,2802,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-05-20,134,41
client_ccdd78843409c8c7,content_4faafb012ce8e944,10,0.19,LOW,7.38,21393,informational,33,6,106,0,5,3072,keyword article,google,gemini-3-flash-preview,2026-02-24,2026-07-01,126,-1
client_ccdd78843409c8c7,content_50049b2b5a13ee1a,10,0.14,LOW,0.0,19844,commercial,31,6,92,0,8,2851,keyword article,google,gemini-3-flash-preview,2026-02-16,2026-06-01,134,29
